worker_id,skills,completed_tasks,completion_rate,avg_rating,late_ratio,current_active_tasks,total_credits_earned
WORKER_0000,Design|UI/UX,43,0.8007560335031438,4.28691826625819,0.046511627906976744,3,2157
WORKER_0001,Marketing,37,0.7900932590685305,1.0145087177501668,0.05405405405405406,4,1881
WORKER_0002,Node.js|Python,54,0.564329179567133,3.4776277092977788,0.12962962962962962,1,2721
WORKER_0003,Design|UI/UX|DevOps|Node.js,54,0.8688620426088548,3.8661034958735834,0.037037037037037035,1,2710
WORKER_0004,DevOps|Python|Writing,42,0.6964168992140817,4.135657419636324,0.07142857142857142,0,2108
WORKER_0005,Design|React,35,0.5209985698502624,3.5081511587479435,0.14285714285714285,0,1752
WORKER_0006,Data Analysis|Design|UI/UX,13,0.3614592827617274,1.6209262639195523,0.15384615384615385,1,682
WORKER_0007,Video|Python|Writing,41,0.8720306650436085,2.8779783380293296,0.024390243902439025,2,2092
WORKER_0008,DevOps,11,0.5270257505658604,3.330767079671851,0.09090909090909091,2,574
WORKER_0009,Video|React|Writing,8,0.26713723647129706,0.8144400629125793,0.125,2,418
WORKER_0010,Node.js,23,0.628170966445739,0.8841196575527638,0.08695652173913043,2,1184
WORKER_0011,UI/UX|Python|Design,8,0.6591798635643739,2.07513505348404,0.0,0,422
WORKER_0012,UI/UX|Data Analysis|Design,33,0.37020281640107944,0.47131942034092233,0.18181818181818182,3,1675
WORKER_0013,Design|Python|UI/UX|Video,67,0.4363203326174597,2.3759684801509082,0.16417910447761194,1,3398
WORKER_0014,UI/UX|Node.js|React|Data Analysis,58,0.49363396702711254,4.118808410520205,0.13793103448275862,1,2930
WORKER_0015,Video,38,0.1554938640437328,2.004712869059668,0.23684210526315788,5,1933
WORKER_0016,Writing|Video,33,0.35581496513406485,1.920822461087963,0.18181818181818182,2,1683
WORKER_0017,Python|UI/UX|Writing|React,37,0.22896295605645478,2.505310895513955,0.21621621621621623,2,1879
WORKER_0018,Node.js,20,0.7667442728665761,1.4108639120524273,0.05,3,1005
WORKER_0019,Data Analysis|UI/UX|Marketing,39,0.3521280566446128,2.490909421449166,0.1794871794871795,3,1955
WORKER_0020,Data Analysis|Video|Python,40,0.9499990958482833,3.839356215397994,0.0,1,2044
WORKER_0021,UI/UX,7,0.39758310712471956,2.9218376276252265,0.14285714285714285,5,385
WORKER_0022,Video|Data Analysis,19,0.31044898374446983,1.4476158345498678,0.15789473684210525,5,965
WORKER_0023,Python|Design|Data Analysis|Writing|Marketing,37,0.3531166208518147,2.4835836867639465,0.1891891891891892,1,1872
WORKER_0024,React|Video,16,0.5828253394551347,1.8770903136228636,0.125,1,814
WORKER_0025,React|Design,53,0.8295230231069007,1.0303796507591143,0.03773584905660377,3,2670
WORKER_0026,Marketing|DevOps|UI/UX,28,0.16298820930579985,2.6720567542171847,0.25,2,1431
WORKER_0027,Writing|DevOps,15,0.0887627923924191,1.299369831015458,0.26666666666666666,4,780
WORKER_0028,React|Writing|DevOps|Video|Marketing,20,0.3069593875011683,1.578273243479754,0.2,4,1013
WORKER_0029,Node.js|Data Analysis,21,0.23392685394034488,2.988555186528756,0.19047619047619047,3,1097
WORKER_0030,React|DevOps|Design,22,0.8135471859907434,0.8345420367215244,0.045454545454545456,4,1120
WORKER_0031,Video|Marketing,25,0.6173674990687978,0.986201916575701,0.08,3,1267
WORKER_0032,Writing|Marketing|Design,41,0.8917738889547031,4.373422126425689,0.024390243902439025,3,2053
WORKER_0033,Writing|Video|Data Analysis|React,7,0.55838384042476,1.5455180969128373,0.0,2,356
WORKER_0034,Video|Node.js|Writing,29,0.20637339131867374,2.913588149999897,0.20689655172413793,2,1472
WORKER_0035,Design|Data Analysis|DevOps,50,0.8261785230299941,3.720273013988105,0.04,2,2504
WORKER_0036,Marketing,30,0.5730658212799372,1.6813921499663955,0.1,3,1513
WORKER_0037,Node.js|Python,9,0.49083067586752427,3.097057014122224,0.1111111111111111,2,457
WORKER_0038,Video,22,0.19250184159871256,4.0021497749761705,0.22727272727272727,0,1107
WORKER_0039,Data Analysis|Video,5,0.15989488046613762,1.5366707800051358,0.2,2,287
WORKER_0040,Design|React|Node.js|UI/UX,5,0.3264355633907288,0.9588003623209804,0.2,5,277
WORKER_0041,Video|Writing|Marketing|Data Analysis,31,0.705270056057961,2.8556249654383676,0.06451612903225806,3,1575
WORKER_0042,Python|Marketing|Design,34,0.5822905620686702,2.3064502729583483,0.11764705882352941,2,1744
WORKER_0043,Node.js,58,0.5635438402753291,2.1618107487236684,0.1206896551724138,0,2932
WORKER_0044,Python|Marketing,22,0.47673216668352675,2.888500430085985,0.13636363636363635,1,1115
WORKER_0045,Design|React|Node.js|Marketing|Python,54,0.5764799908918402,3.146393664157596,0.1111111111111111,1,2729
WORKER_0046,Marketing|Data Analysis|Node.js|Writing,18,0.6086030300674459,2.715339014717937,0.1111111111111111,5,937
WORKER_0047,Video|Python,28,0.5025206306569848,3.699082517845223,0.14285714285714285,2,1426
WORKER_0048,DevOps|Writing|Data Analysis|Design,12,0.6706502288349889,2.0532788657377994,0.08333333333333333,0,630
WORKER_0049,Video|React|Python|DevOps,49,0.8925886248694843,2.8489935299316094,0.02040816326530612,3,2452
WORKER_0050,UI/UX|Python|Video|React,6,0.29132923286117096,0.48159929608229923,0.16666666666666666,1,315
WORKER_0051,Data Analysis|Video,38,0.2006689050320449,3.1275613780671385,0.23684210526315788,2,1932
WORKER_0052,Marketing|Design|UI/UX,31,0.7704456226289235,1.4153266834210334,0.06451612903225806,0,1580
WORKER_0053,Python|Design,30,0.40866122012574546,2.4903135500700104,0.16666666666666666,4,1526
WORKER_0054,Data Analysis|UI/UX|DevOps,15,0.814506983210674,1.0014468024774295,0.0,0,770
WORKER_0055,Video|Node.js,64,0.7849858569587864,3.141586805173189,0.0625,2,3205
WORKER_0056,UI/UX|DevOps|Writing|Marketing,1,0.6094130095999363,1.4335862849135725,0.0,2,51
WORKER_0057,Python|DevOps|UI/UX,38,0.5075769779237149,0.5358219683292608,0.13157894736842105,3,1945
WORKER_0058,Data Analysis,27,0.1652625349867188,1.902917447410408,0.2222222222222222,2,1362
WORKER_0059,Marketing,25,0.27511700130582983,1.8589161874279676,0.2,2,1261
WORKER_0060,React|Node.js,25,0.2629108694405791,2.2100439912086562,0.2,2,1287
WORKER_0061,React|DevOps|Data Analysis,38,0.7991346126153016,1.8622072562482603,0.05263157894736842,2,1946
WORKER_0062,UI/UX|Data Analysis|Python,28,0.5863609027583206,3.1069646544090186,0.10714285714285714,2,1418
WORKER_0063,Node.js|Video|Marketing,11,0.6459756954649306,2.1884896226004527,0.09090909090909091,0,566
WORKER_0064,UI/UX|Data Analysis|DevOps,4,0.4326108816608757,3.485621170860991,0.0,1,226
WORKER_0065,Data Analysis|React|UI/UX|Design,49,0.4627982446078494,1.4592194596835197,0.14285714285714285,3,2463
WORKER_0066,React|DevOps|Video|Marketing,29,0.7198704889589584,2.403680219955912,0.06896551724137931,1,1494
WORKER_0067,DevOps|Data Analysis,36,0.7972926228660471,2.315233671851831,0.05555555555555555,1,1817
WORKER_0068,UI/UX|Node.js|Marketing,17,0.7326256942895695,1.182530196674508,0.058823529411764705,3,854
WORKER_0069,DevOps|Node.js|UI/UX|Marketing,5,0.6666875503477504,1.9813834906627412,0.0,4,283
WORKER_0070,Data Analysis|React|UI/UX,23,0.46226439039259176,2.445091521240319,0.13043478260869565,0,1168
WORKER_0071,Python|Design|UI/UX,2,0.6913728883625155,2.4366861992198574,0.0,2,104
WORKER_0072,Marketing|Writing,30,0.7286205675191332,1.3379251415595548,0.06666666666666667,2,1504
WORKER_0073,Node.js|Video|Design,11,0.34354895592600415,1.4858893554937231,0.18181818181818182,3,580
WORKER_0074,Writing|Node.js|Video|Design|React,31,0.24920545237090103,2.8483456666414586,0.1935483870967742,1,1556
WORKER_0075,Marketing,24,0.34108003453187574,2.3012951305672784,0.16666666666666666,0,1235
WORKER_0076,Design|Writing|Marketing|Node.js|Video,33,0.47225793998032684,3.753811986333739,0.15151515151515152,2,1660
WORKER_0077,Writing|Data Analysis|Node.js,25,0.6564485545437425,3.446175883048414,0.08,2,1257
WORKER_0078,Video|Python|Marketing,25,0.8681545026559151,1.961434969659957,0.0,1,1273
WORKER_0079,Marketing,25,0.39575546776885273,2.1565737559781835,0.16,1,1257
WORKER_0080,DevOps,44,0.8411153609002444,1.6427979052095623,0.045454545454545456,2,2208
WORKER_0081,Video|UI/UX|Writing,19,0.6057730741803158,3.5425605537930975,0.10526315789473684,0,969
WORKER_0082,React|UI/UX|Node.js|Data Analysis,35,0.19780901512658913,3.5396547168841384,0.22857142857142856,4,1754
WORKER_0083,Data Analysis,10,0.49134810863936446,2.0668770160085908,0.1,1,532
WORKER_0084,Marketing|Video|Data Analysis|UI/UX,4,0.3129852203430244,1.588197441453206,0.0,2,228
WORKER_0085,Design|Data Analysis,22,0.6049977224573331,0.9838978973398216,0.09090909090909091,1,1119
WORKER_0086,Python|Design|Marketing,22,0.6098313719397099,1.8606126481338745,0.09090909090909091,4,1143
WORKER_0087,Writing|Data Analysis|Video,13,0.3616146794111958,0.4952407039767929,0.15384615384615385,3,692
WORKER_0088,Design|Python|UI/UX,46,0.8437260213803714,3.8433918783892773,0.043478260869565216,4,2334
WORKER_0089,DevOps|UI/UX|React|Video,57,0.5360648893511428,3.944820734861858,0.12280701754385964,3,2873
WORKER_0090,UI/UX|Video|Marketing,60,0.821476477254497,4.16471306550824,0.05,0,3021
WORKER_0091,Writing|UI/UX|React,37,0.4199586885962252,1.766218041709673,0.16216216216216217,1,1865
WORKER_0092,Python|UI/UX,32,0.3964425523648016,1.1668038442742765,0.15625,3,1604
WORKER_0093,Node.js|React|Python,56,0.6762644545427634,4.281187746348067,0.08928571428571429,2,2803
WORKER_0094,Video|UI/UX|Node.js,24,0.28160788016861105,3.296750812707881,0.20833333333333334,3,1235
WORKER_0095,Writing|Node.js|Python,31,0.7476450752701931,3.5076416910528745,0.06451612903225806,2,1567
WORKER_0096,DevOps|React|Video,28,0.298816705346897,3.0782109459866245,0.17857142857142858,3,1406
WORKER_0097,React|Video|DevOps,53,0.7300596657519393,4.62231494937231,0.07547169811320754,0,2693
WORKER_0098,Writing|Marketing|Video,24,0.48188062661796716,2.585662348699071,0.125,1,1249
WORKER_0099,DevOps|Marketing|Writing,31,0.7260291135678101,3.0455380932005953,0.06451612903225806,3,1551
WORKER_0100,Design|Writing,30,0.34687464110632893,2.1769707104088027,0.16666666666666666,1,1548
WORKER_0101,DevOps|Video|UI/UX,23,0.4283276371783802,1.2871016495719028,0.13043478260869565,2,1161
WORKER_0102,Video|React|Marketing|UI/UX|Design,61,0.8165986843467965,3.893919698743833,0.04918032786885246,1,3097
WORKER_0103,React|Video|UI/UX|Data Analysis|Writing,15,0.530272671720252,1.3395095614741672,0.13333333333333333,1,762
WORKER_0104,DevOps|Python|Node.js,33,0.5598227806042042,0.47156729203567826,0.12121212121212122,3,1698
WORKER_0105,Data Analysis|Python|DevOps,41,0.4115175957713296,3.510676653478313,0.17073170731707318,5,2073
WORKER_0106,Writing|Video|Data Analysis,27,0.43794142106608835,1.4065917424405028,0.14814814814814814,2,1375
WORKER_0107,Python|Marketing,43,0.5035828167671148,3.6836518632509634,0.13953488372093023,3,2157
WORKER_0108,DevOps,72,0.7704441826903607,3.9321300389937437,0.05555555555555555,2,3635
WORKER_0109,DevOps|Video,58,0.6426111385977273,3.9126589834286483,0.10344827586206896,4,2915
WORKER_0110,Video|Design|UI/UX|Data Analysis|DevOps,8,0.6504908130362703,1.8812754007688461,0.0,3,416
WORKER_0111,DevOps|Video|UI/UX,49,0.8121992928439803,4.310052435678288,0.04081632653061224,3,2464
WORKER_0112,React|UI/UX|DevOps,18,0.649845335121441,2.5664643199082535,0.05555555555555555,3,929
WORKER_0113,Video|Writing,37,0.5696450815795717,3.018543972500984,0.10810810810810811,0,1865
WORKER_0114,React|Data Analysis|DevOps|Design,28,0.22469050144365116,3.185205103549099,0.21428571428571427,1,1402
WORKER_0115,React|Video|Python|DevOps,11,0.2274070202470658,3.9630558366434925,0.18181818181818182,6,557
WORKER_0116,React|DevOps,13,0.5473142040762506,2.845171429074668,0.07692307692307693,3,681
WORKER_0117,Python|Node.js|Video|Design|Data Analysis,31,0.18797878280583394,2.7840154268329402,0.22580645161290322,1,1553
WORKER_0118,DevOps|Design|Python|UI/UX,55,0.9213864529157666,2.6250604752274995,0.01818181818181818,2,2766
WORKER_0119,UI/UX|Writing,44,0.9123863330293926,4.840936205591901,0.022727272727272728,1,2240
WORKER_0120,Python|Video|Data Analysis,46,0.6550145836128626,3.860095198818339,0.08695652173913043,4,2340
WORKER_0121,DevOps|Video|Marketing,22,0.61585381461392,1.475025054231554,0.09090909090909091,0,1146
WORKER_0122,Data Analysis|React,15,0.24684625423308798,2.3164610811982165,0.2,1,764
WORKER_0123,Writing|Design|DevOps,67,0.7941614994154431,2.265264542724346,0.05970149253731343,4,3398
WORKER_0124,React|Data Analysis|Python|Node.js,50,0.7168924192682461,4.016711137950607,0.08,0,2505
WORKER_0125,React|Writing|Design,32,0.08759939689161711,2.326788460862168,0.25,2,1636
WORKER_0126,Design|Writing|Python,27,0.3841923036553006,2.4418472525617476,0.14814814814814814,1,1385
WORKER_0127,UI/UX|Data Analysis,26,0.26974886075484605,3.479649863382048,0.19230769230769232,2,1333
WORKER_0128,Python|UI/UX,15,0.45417309075156326,0.8069139928978744,0.13333333333333333,2,753
WORKER_0129,Video|Data Analysis|Python,20,0.18632556700297517,3.077741360350021,0.2,2,1048
WORKER_0130,Marketing|UI/UX|Writing|Design|Data Analysis,18,0.5426176780664496,1.5737711521920899,0.1111111111111111,1,917
WORKER_0131,Python|Design,39,0.49371584365126336,0.9619406453223655,0.1282051282051282,2,1990
WORKER_0132,Data Analysis|React,12,0.3331776976145804,1.1357412008778005,0.16666666666666666,1,624
WORKER_0133,Writing|React|DevOps,27,0.6778264371934191,2.334483956214864,0.07407407407407407,0,1364
WORKER_0134,Video|Node.js|UI/UX|Design,37,0.5489113736376777,1.270176851591962,0.13513513513513514,5,1874
WORKER_0135,UI/UX|Node.js|Video,24,0.5462410553337123,1.0196160957605171,0.125,2,1202
WORKER_0136,Marketing|Writing|Design,8,0.684090118838678,3.311226361593639,0.0,7,409
WORKER_0137,Node.js|React|Marketing,60,0.6668285572622429,3.6895044474525784,0.08333333333333333,2,3027
WORKER_0138,React|Node.js|Writing|Python,14,0.5115503504509333,0.9847165314675533,0.14285714285714285,1,734
WORKER_0139,Video|Writing,33,0.6747290169844441,2.232153801064599,0.09090909090909091,2,1699
WORKER_0140,DevOps|Data Analysis|Video|Python,45,0.7844884620521223,3.549233756139727,0.044444444444444446,2,2295
WORKER_0141,Writing|DevOps|Design,34,0.16390969292365704,0.88495267919471,0.23529411764705882,4,1733
WORKER_0142,Design|React,49,0.7400568540379867,3.9110156583295996,0.061224489795918366,0,2485
WORKER_0143,React,25,0.6115222794346437,1.8305184065300417,0.08,5,1264
WORKER_0144,Data Analysis|Marketing|Video,38,0.42753041111212975,2.5438909228008604,0.15789473684210525,3,1910
WORKER_0145,Design|Marketing|Writing,28,0.7755342855598237,1.0363557796336442,0.03571428571428571,4,1445
WORKER_0146,Marketing|DevOps|Node.js,36,0.6453377864889214,2.114415422353922,0.08333333333333333,4,1842
WORKER_0147,Data Analysis|Node.js,20,0.6915951306088804,1.2456257064692242,0.05,0,1005
WORKER_0148,UI/UX|Node.js|Video|React,7,0.7769608499476014,1.84931652376617,0.0,1,363
WORKER_0149,Design|Writing,6,0.3810640492061105,2.5606760172315024,0.16666666666666666,3,313
WORKER_0150,Video|Writing|UI/UX|Python,22,0.6646383083256413,0.8819806405998382,0.09090909090909091,1,1148
WORKER_0151,Marketing|Node.js,15,0.5497671705802459,2.198945582200312,0.13333333333333333,1,787
WORKER_0152,Marketing|Node.js|Video|UI/UX,22,0.5050596559109665,3.3663065684803573,0.13636363636363635,1,1101
WORKER_0153,Video|Design|Node.js,3,0.25389960657345717,1.5663400781860561,0.0,3,151
WORKER_0154,Writing|React,19,0.2603801096571797,3.2860029612684394,0.21052631578947367,1,950
WORKER_0155,Marketing|DevOps,6,0.7596480665145396,2.2386875204815437,0.0,1,333
WORKER_0156,Marketing,39,0.23969304714215028,2.987814584988066,0.20512820512820512,1,1993
WORKER_0157,Marketing|Video|DevOps|React|Data Analysis,27,0.40664665099073305,0.9479942654734362,0.14814814814814814,1,1375
WORKER_0158,Node.js,33,0.3592537941729142,2.382822315935987,0.18181818181818182,2,1680
WORKER_0159,UI/UX|Video|Marketing|Data Analysis|Design,56,0.7923686103542815,3.781618501732196,0.05357142857142857,2,2847
WORKER_0160,DevOps|Design|React,33,0.5095378357629498,1.8413274060348654,0.12121212121212122,1,1695
WORKER_0161,Design,26,0.4014655383860895,1.4810682980934016,0.15384615384615385,3,1301
WORKER_0162,Writing|DevOps,28,0.48357118775546176,2.979663487804883,0.14285714285714285,4,1441
WORKER_0163,Python|Marketing|Design|Writing,18,0.3973921295934725,2.5071920469544864,0.16666666666666666,3,940
WORKER_0164,Writing|UI/UX|Video,19,0.4909287672582144,1.460681041924389,0.10526315789473684,1,987
WORKER_0165,Node.js,5,0.31658795450500016,2.0448628000828366,0.2,3,256
WORKER_0166,Marketing|Design,22,0.44817324525828345,2.0511024198196135,0.13636363636363635,3,1119
WORKER_0167,Node.js|React|UI/UX,59,0.5620566844459143,4.691059472575433,0.11864406779661017,1,2984
WORKER_0168,DevOps|Video|Node.js,17,0.342470727616248,2.5872573446936324,0.17647058823529413,0,862
WORKER_0169,Writing,8,0.7140732382892437,0.12360415717494412,0.0,4,419
WORKER_0170,React|Marketing|DevOps,23,0.2784152112318605,1.5303224235739308,0.17391304347826086,2,1199
WORKER_0171,Design|Marketing|Video|Node.js,37,0.5923085505717666,0.6831391064315835,0.10810810810810811,1,1894
WORKER_0172,Marketing|UI/UX|Writing,15,0.7084469130799578,2.207737852625752,0.06666666666666667,2,761
WORKER_0173,Video|UI/UX|Node.js|Data Analysis,30,0.42023100043637207,1.7497929645332602,0.16666666666666666,0,1533
WORKER_0174,Data Analysis,66,0.5177152750401174,1.4441190629831333,0.13636363636363635,3,3338
WORKER_0175,Python|Data Analysis|Design,19,0.3356487996081485,1.2175409844697063,0.15789473684210525,5,990
WORKER_0176,Marketing|Python|Node.js,8,0.6886363175119302,1.542404938835481,0.0,0,421
WORKER_0177,Marketing|Writing,32,0.66904196642278,2.6965229913170274,0.09375,5,1632
WORKER_0178,UI/UX|Python,30,0.7896595774889733,1.7065143371668,0.03333333333333333,3,1537
WORKER_0179,Design|Node.js|Data Analysis|Writing,53,0.6697563877913297,4.052744028351748,0.09433962264150944,1,2669
WORKER_0180,Python,57,0.3538665299782558,2.4245920980227265,0.19298245614035087,0,2870
WORKER_0181,Video|UI/UX|Data Analysis,42,0.560020582722651,4.210361965644452,0.11904761904761904,1,2125
WORKER_0182,UI/UX|Node.js|Data Analysis|Video,36,0.41352315772120196,0.5082889088734289,0.16666666666666666,4,1846
WORKER_0183,Design|DevOps|Writing|Video|React,28,0.10106546037044847,2.8552873379481536,0.25,4,1428
WORKER_0184,UI/UX|React,21,0.044559574689763036,2.111760258670312,0.2857142857142857,0,1066
WORKER_0185,Marketing|Python|Design,5,0.4430431525906186,1.333351202144275,0.0,4,294
WORKER_0186,Design,26,0.5570321897025494,3.4985277308208094,0.11538461538461539,3,1326
WORKER_0187,Python|DevOps|Marketing,30,0.8994997775980496,0.9585668990377455,0.0,1,1547
WORKER_0188,DevOps|Python|Data Analysis,38,0.3178858103626277,3.396851950545028,0.18421052631578946,1,1920
WORKER_0189,Design|Writing|Node.js,63,0.7864523496377096,4.328930448184857,0.06349206349206349,2,3188
WORKER_0190,Marketing,20,0.7068788681103726,2.663873192864913,0.05,0,1019
WORKER_0191,Marketing,39,0.6715420509314657,2.4973928826011713,0.07692307692307693,3,1989
WORKER_0192,Marketing|Design,42,0.887221328060605,2.1480408161767865,0.023809523809523808,5,2124
WORKER_0193,Python|Data Analysis|Writing,20,0.18360888514133847,2.570798347646284,0.2,1,1043
WORKER_0194,Data Analysis|Writing|React,53,0.5176073666411689,2.7587674197857033,0.1320754716981132,1,2682
WORKER_0195,Marketing|Data Analysis,36,0.676064404414266,2.0200653870863063,0.08333333333333333,1,1821
WORKER_0196,Data Analysis|UI/UX|React,5,0.7004413651057577,1.6129489341424161,0.0,1,269
WORKER_0197,Python|Writing,44,0.76669023494785,3.5430249773174665,0.06818181818181818,1,2229
WORKER_0198,Data Analysis|Video,44,0.8627914459836912,2.890198641369179,0.022727272727272728,4,2216
WORKER_0199,UI/UX|Design,16,0.4907368633987469,3.324137656905224,0.125,0,813
WORKER_0200,UI/UX|Video|Writing,56,0.6566434823562486,3.2011608339581707,0.08928571428571429,0,2836
WORKER_0201,Node.js|Design|Writing|Python,7,0.6772084464451291,1.989009794340582,0.0,2,397
WORKER_0202,Data Analysis|Marketing,18,0.3971996658414004,2.773383911487569,0.16666666666666666,3,949
WORKER_0203,Marketing|UI/UX|Video|Writing,24,0.8787723017255028,3.079481431721284,0.0,1,1249
WORKER_0204,Marketing|Design|UI/UX,21,0.6002520681361577,3.347206669765633,0.09523809523809523,1,1053
WORKER_0205,Video|Design|Python|Writing|Data Analysis,46,0.651684079632706,3.9228463702526546,0.08695652173913043,5,2328
WORKER_0206,Video|Data Analysis|Python,17,0.21482399997316268,0.9372555176134406,0.23529411764705882,2,854
WORKER_0207,Marketing|UI/UX|Data Analysis|Node.js,6,0.22758498014561498,2.2199732700460735,0.16666666666666666,0,348
WORKER_0208,Video|Data Analysis,55,0.6222515566286796,4.560181614443227,0.10909090909090909,4,2769
WORKER_0209,Writing,64,0.5314049651742696,2.8874075972818063,0.125,4,3213
WORKER_0210,Python|Node.js|Marketing,36,0.3943487936978363,1.9134902825901636,0.16666666666666666,0,1803
WORKER_0211,Python|DevOps|Marketing|UI/UX,14,0.515247460685128,3.0559888082828,0.14285714285714285,1,732
WORKER_0212,Python,53,0.8150676300257496,2.605169503170601,0.03773584905660377,4,2675
WORKER_0213,DevOps,33,0.5296855886713966,4.019221356472839,0.12121212121212122,1,1655
WORKER_0214,Writing,31,0.5468894043572959,3.322190748703666,0.12903225806451613,1,1562
WORKER_0215,Writing,30,0.4303023434075913,0.5327205722949345,0.16666666666666666,1,1538
WORKER_0216,Node.js|Video|UI/UX|DevOps,7,0.37224283522972174,1.6967233079420647,0.14285714285714285,6,375
WORKER_0217,React|Writing,8,0.6886356954757564,1.2690523793586526,0.0,1,409
WORKER_0218,React|Design|Node.js,23,0.914345402769787,3.1269787906193995,0.0,4,1155
WORKER_0219,Node.js|React|UI/UX|Data Analysis|DevOps,24,0.6451722897054647,2.539459952116212,0.08333333333333333,2,1202
WORKER_0220,DevOps|Data Analysis|Video,18,0.71951959372978,0.8637533364204913,0.05555555555555555,2,929
WORKER_0221,Writing|UI/UX,10,0.7216828653647683,2.3129321253025186,0.0,0,540
WORKER_0222,Design|Video|Node.js|Data Analysis,9,0.7134510842802958,1.9027055980629575,0.0,2,467
WORKER_0223,React,16,0.44331238332969375,2.226175224618893,0.125,4,848
WORKER_0224,Node.js|React|Writing,16,0.49436810113220014,1.8629225560931741,0.125,1,847
WORKER_0225,UI/UX|Marketing,42,0.5256445342736399,3.1782465545294345,0.11904761904761904,1,2120
WORKER_0226,Marketing|Video|React|Node.js|DevOps,3,0.543297420905863,0.6060329291840474,0.0,2,153
WORKER_0227,Writing|Python|UI/UX,50,0.7431997807591154,4.042078624916452,0.06,4,2529
WORKER_0228,Python|DevOps|Node.js|UI/UX,28,0.39047812591031783,2.4463414915091954,0.17857142857142858,0,1408
WORKER_0229,Node.js|Design|Python|Writing,21,0.30165421475089166,1.9945733735981885,0.19047619047619047,2,1098
WORKER_0230,DevOps|UI/UX|Marketing,28,0.324868562262037,2.215644331400273,0.17857142857142858,3,1401
WORKER_0231,Python|Writing,27,0.253105821290508,3.2199274844409835,0.2222222222222222,4,1377
WORKER_0232,Writing|Node.js,18,0.5168013350346418,2.413186767480009,0.1111111111111111,2,936
WORKER_0233,Design|Python|DevOps,43,0.7030537585959806,4.106191468996427,0.06976744186046512,4,2178
WORKER_0234,Writing|React|Python,20,0.23767161906275175,2.8692632457399925,0.2,2,1047
WORKER_0235,DevOps,27,0.8300513253990324,2.3859354693555916,0.037037037037037035,0,1394
WORKER_0236,Marketing|Video|React,15,0.39606501077599066,1.654969272567541,0.13333333333333333,4,750
WORKER_0237,Node.js|DevOps|Python,20,0.5083038709587085,1.7684168336085504,0.1,4,1002
WORKER_0238,Marketing|Design|UI/UX,20,0.544492597410159,1.3582996373587117,0.1,1,1044
WORKER_0239,DevOps|Data Analysis|Python,45,0.34437013037315467,2.9613458890952176,0.17777777777777778,2,2278
WORKER_0240,Video|DevOps,12,0.3339320089229199,2.3074105713124005,0.16666666666666666,1,643
WORKER_0241,Data Analysis,72,0.90399029367595,4.481846107477902,0.027777777777777776,1,3613
WORKER_0242,UI/UX|Marketing|Python|Node.js,16,0.5645649364079987,4.178738507706169,0.125,2,828
WORKER_0243,Data Analysis,12,0.36409571971345706,2.331630450877615,0.16666666666666666,1,622
WORKER_0244,Node.js|Marketing|Design|Data Analysis,36,0.5065947857170389,1.5688248315960553,0.1388888888888889,4,1811
WORKER_0245,Design|React,32,0.5421544176518509,2.4697127301888013,0.125,2,1617
WORKER_0246,DevOps|Writing,15,0.7434068325346749,2.582473136090377,0.06666666666666667,3,776
WORKER_0247,Design|Marketing,23,0.4705769710997998,2.7544436452352223,0.13043478260869565,1,1154
