worker_id,skills,completed_tasks,completion_rate,avg_rating,late_ratio,current_active_tasks,total_credits_earned
WORKER_0248,Video|Node.js|UI/UX,16,0.6362030797183438,0.8076665066641089,0.0625,1,803
WORKER_0249,Python|Writing|Marketing|Design,13,0.645235755400417,1.121178808749102,0.07692307692307693,0,679
WORKER_0250,Marketing|UI/UX|Python,25,0.7300708502830242,2.356674332328738,0.08,0,1262
WORKER_0251,DevOps,19,0.49203025568228,1.3511437015171963,0.10526315789473684,1,999
WORKER_0252,Marketing|Video|UI/UX,24,0.0639329549952238,1.1643560666517931,0.25,1,1239
WORKER_0253,Video|Writing,6,0.4395908554746077,2.9862158367297558,0.16666666666666666,3,332
WORKER_0254,Python,12,0.5396906607846589,1.223874207435673,0.08333333333333333,2,643
WORKER_0255,Design|UI/UX|React,52,0.5048599671861603,3.864013830852155,0.1346153846153846,5,2601
WORKER_0256,DevOps,57,0.9103931104498154,4.172297103959623,0.017543859649122806,4,2873
WORKER_0257,Design|Data Analysis|Python,50,0.8830993026206881,3.0160422675275527,0.02,2,2522
WORKER_0258,React,54,0.8089301402089205,2.8007000965504663,0.05555555555555555,1,2733
WORKER_0259,React|Data Analysis|UI/UX,15,0.24579786023540612,2.2945147380259767,0.2,1,754
WORKER_0260,Writing|UI/UX|Design,21,0.10829931162095957,1.7014145521935582,0.23809523809523808,0,1058
WORKER_0261,UI/UX|Node.js,33,0.35214494260059565,2.5371814511638693,0.18181818181818182,0,1686
WORKER_0262,Node.js|DevOps|UI/UX,23,0.8635362499709475,2.8459372060365355,0.0,2,1177
WORKER_0263,Design|UI/UX|Video,5,0.6502445209798308,1.1094990194222183,0.0,2,285
WORKER_0264,Design|Node.js|Video|UI/UX,23,0.653483040197791,2.943164536795374,0.08695652173913043,1,1191
WORKER_0265,Video|DevOps,18,0.27586498308528484,2.9252858786719638,0.16666666666666666,3,930
WORKER_0266,Node.js|Data Analysis|React,36,0.6054136032589954,3.634817756055593,0.1111111111111111,2,1806
WORKER_0267,Writing|Node.js|React,53,0.6858036789727946,3.8162604519111505,0.07547169811320754,0,2683
WORKER_0268,Video|Design|Node.js,32,0.8824880145638859,2.9624586867515217,0.03125,3,1643
WORKER_0269,React|DevOps|Marketing,26,0.6814658037368055,1.8829956390467684,0.07692307692307693,4,1314
WORKER_0270,Video|UI/UX|DevOps,28,0.678502950532292,1.306230047994408,0.07142857142857142,0,1408
WORKER_0271,Marketing|Node.js,44,0.8456825046644363,3.429949700293775,0.045454545454545456,1,2209
WORKER_0272,UI/UX|DevOps|Writing|React|Design,61,0.9111092727177474,4.347901935841057,0.01639344262295082,3,3099
WORKER_0273,Node.js|Data Analysis|Writing,47,0.9012964390104389,4.716444897978235,0.02127659574468085,1,2382
WORKER_0274,React|Data Analysis|Node.js,40,0.7830317037980308,4.301198845382875,0.05,1,2037
WORKER_0275,Writing,14,0.6973997895122275,2.1485053497183415,0.07142857142857142,2,740
WORKER_0276,UI/UX|Design|React|Node.js,31,0.470952858844011,2.794249566963642,0.12903225806451613,2,1557
WORKER_0277,DevOps|Data Analysis|Design|Node.js,10,0.6233958455587599,0.230974320175651,0.1,1,534
WORKER_0278,Video|React,17,0.7579875385246326,1.3201145916640677,0.058823529411764705,0,898
WORKER_0279,Marketing|DevOps|Node.js,32,0.3730295343100107,2.9577874797714405,0.1875,3,1609
WORKER_0280,Python|Video|UI/UX|Writing,18,0.4512106502000749,1.3714610799094773,0.1111111111111111,1,912
WORKER_0281,Design|DevOps,30,0.3310142420037194,1.2725759632183937,0.2,3,1525
WORKER_0282,React|Writing|Design,63,0.9095412988788583,3.1869604703686036,0.015873015873015872,2,3193
WORKER_0283,Data Analysis|Node.js,34,0.5406442394547066,2.603535257076744,0.11764705882352941,1,1703
WORKER_0284,Node.js|Marketing|Design|DevOps,14,0.4053827692114252,2.9195349332950293,0.14285714285714285,2,741
WORKER_0285,UI/UX|Marketing|Design|Node.js|Data Analysis,20,0.45197806959202586,1.4281547463898356,0.15,1,1033
WORKER_0286,Node.js|Python|Design,49,0.7356537333408869,2.895272692674551,0.061224489795918366,1,2493
WORKER_0287,Video|Design|React,41,0.7120126525953859,2.720188049840149,0.07317073170731707,3,2069
WORKER_0288,Data Analysis|Marketing|Writing,29,0.31709750185626395,1.3153240677491604,0.1724137931034483,2,1492
WORKER_0289,Video|Node.js|DevOps,64,0.5271963401531977,3.134923756201315,0.140625,1,3222
WORKER_0290,Video|Node.js|Data Analysis|React,25,0.4885461922774657,3.03981764481674,0.12,0,1268
WORKER_0291,Data Analysis,59,0.6864098384642637,3.9332331328456704,0.0847457627118644,5,2979
WORKER_0292,Marketing|React,24,0.4238133018792261,2.706010232777776,0.16666666666666666,3,1204
WORKER_0293,Design,15,0.4407436141845911,1.4884955953916335,0.13333333333333333,0,774
WORKER_0294,Python|UI/UX|React|Marketing,8,0.7993791356261101,1.5015277197634982,0.0,3,430
WORKER_0295,DevOps|UI/UX,14,0.6870683189842306,1.2101238795099922,0.07142857142857142,3,748
WORKER_0296,React|Video|Design,22,0.733514319608393,2.376400321093154,0.045454545454545456,5,1146
WORKER_0297,Marketing|Video|Writing|DevOps|React,44,0.9440836355400131,3.642171298823009,0.0,2,2238
WORKER_0298,Node.js|Data Analysis|Design,36,0.8412019173798629,1.3563096199408087,0.027777777777777776,0,1817
WORKER_0299,Data Analysis,52,0.6293294536212161,2.964502407947405,0.09615384615384616,1,2645
WORKER_0300,UI/UX|DevOps,24,0.33714584462264485,1.330066816396399,0.16666666666666666,1,1220
WORKER_0301,UI/UX|Python|DevOps,26,0.759708220364344,3.266755240224258,0.038461538461538464,1,1336
WORKER_0302,DevOps|Node.js|UI/UX|Video|React,36,0.818951839454518,1.6463135139303793,0.027777777777777776,3,1815
WORKER_0303,Data Analysis|Video|Design|React,36,0.2764682030703703,0.823450026084369,0.19444444444444445,1,1832
WORKER_0304,Data Analysis|Video,25,0.6375200641543437,1.697404046914438,0.08,0,1283
WORKER_0305,Python|UI/UX|Video|React|Design,20,0.5459577420074568,2.4366707886613974,0.1,2,1041
WORKER_0306,DevOps|Data Analysis|Video,11,0.5957475550678756,4.387555723148681,0.09090909090909091,4,587
WORKER_0307,UI/UX|Design,8,0.5886059405431324,2.64405412744056,0.0,2,442
WORKER_0308,React,34,0.6347652353101356,3.8872309679278287,0.08823529411764706,1,1740
WORKER_0309,Node.js|Marketing,51,0.6786634482610545,2.3599887625694222,0.0784313725490196,1,2582
WORKER_0310,Python|Design|UI/UX,33,0.7568859704876821,4.215371419775515,0.06060606060606061,2,1663
WORKER_0311,Data Analysis|Marketing|Video,22,0.7128976877660981,1.3435235866908122,0.045454545454545456,1,1109
WORKER_0312,React|Writing,32,0.6475597196926758,3.831578979446995,0.09375,2,1633
WORKER_0313,Design|Writing,2,0.7411405845019127,2.9845340076198723,0.0,1,124
WORKER_0314,Node.js,3,0.5018797409999163,2.059131841607144,0.0,1,171
WORKER_0315,DevOps|Writing,19,0.6803598838853265,3.315395528023916,0.05263157894736842,3,991
WORKER_0316,React|UI/UX,19,0.667771066592945,2.948418549948747,0.05263157894736842,4,953
WORKER_0317,Data Analysis,20,0.7186501164161139,2.6937527921676057,0.05,1,1019
WORKER_0318,Node.js|Writing|Python|DevOps|Data Analysis,11,0.4733674922980572,1.1104829946146149,0.09090909090909091,1,564
WORKER_0319,Video|Node.js|DevOps,27,0.4133795318398704,1.3218166912037355,0.14814814814814814,2,1356
WORKER_0320,Marketing|UI/UX|Writing,28,0.7595501593829224,2.5582181445872516,0.07142857142857142,2,1438
WORKER_0321,React|Design|DevOps,2,0.1384775811077668,2.1001650784853676,0.0,2,107
WORKER_0322,Design|Data Analysis|DevOps|Node.js,39,0.5759868088013949,1.4746961113028294,0.10256410256410256,2,1994
WORKER_0323,Data Analysis|DevOps|Video,27,0.5593620725831032,1.8667895987605148,0.1111111111111111,1,1365
WORKER_0324,DevOps|Design|UI/UX,29,0.42757811018639363,0.5190432955504902,0.13793103448275862,4,1479
WORKER_0325,Video|Node.js|DevOps|Writing,31,0.6553117889004294,3.190174154433605,0.0967741935483871,1,1590
WORKER_0326,Marketing|Video|UI/UX|Design,16,0.5438504320193238,1.8462636466798563,0.125,1,818
WORKER_0327,UI/UX|Data Analysis|Design,30,0.5877426852184799,1.0243274696008702,0.1,2,1512
WORKER_0328,Python|Video|Data Analysis|DevOps,9,0.8519687390092631,3.6611022568690266,0.0,0,487
WORKER_0329,Data Analysis|Marketing|Node.js,30,0.18043669636910753,1.2271994503331811,0.23333333333333334,1,1538
WORKER_0330,Design,5,0.6592493374388737,0.763379749595995,0.0,2,293
WORKER_0331,Writing,61,0.8219538248051189,1.7785867131789912,0.04918032786885246,3,3066
WORKER_0332,DevOps|Design|Video,20,0.6679771519775725,2.8642586148299944,0.05,3,1025
WORKER_0333,Design,40,0.60597487501433,3.7767364349893926,0.1,0,2037
WORKER_0334,Marketing|Python|Node.js,20,0.8443863236019905,4.378395167507188,0.0,2,1003
WORKER_0335,Video|Writing,26,0.39573289035296194,1.1420892353533343,0.15384615384615385,2,1312
WORKER_0336,Video,11,0.6604236334605066,2.664994405197993,0.09090909090909091,1,582
WORKER_0337,DevOps,14,0.4301267631493313,1.5686590261018418,0.14285714285714285,2,726
WORKER_0338,React,42,0.5906010583193099,3.370878092565695,0.11904761904761904,2,2115
WORKER_0339,DevOps|React|UI/UX|Design,33,0.7843844869922796,2.5548003115442386,0.06060606060606061,0,1688
WORKER_0340,Data Analysis|UI/UX|Node.js,35,0.645918446081028,1.1748110126450009,0.08571428571428572,2,1779
WORKER_0341,Design|Data Analysis|Video|DevOps,11,0.5960513867818947,2.610694427954867,0.09090909090909091,3,576
WORKER_0342,Marketing|Data Analysis|DevOps,34,0.6779818792202394,2.8635619172534184,0.08823529411764706,2,1703
WORKER_0343,Writing|Data Analysis|React,17,0.35558235359463414,3.4408772638350515,0.17647058823529413,3,881
WORKER_0344,Writing|Python,10,0.6034953135237888,3.4595265650553886,0.1,5,520
WORKER_0345,Marketing|Video,22,0.5789704763548866,2.8415241464314516,0.09090909090909091,1,1128
WORKER_0346,Python|Video,37,0.6778847321270504,3.292907441819974,0.08108108108108109,0,1886
WORKER_0347,Writing|DevOps|UI/UX|Marketing,33,0.3387453855377989,0.969994784451721,0.18181818181818182,0,1692
WORKER_0348,Design,21,0.7451388939003616,2.894859636780027,0.047619047619047616,4,1064
WORKER_0349,Design|Data Analysis|Python,2,0.24754148210256488,1.3541656325569615,0.0,2,127
WORKER_0350,Marketing|Design|Python,36,0.1380094921467035,2.012044383150383,0.25,2,1832
WORKER_0351,Video|DevOps|React|Node.js,16,0.3992116851494647,3.901940524443818,0.125,0,842
WORKER_0352,Node.js,22,0.490646922151189,2.015382595723891,0.13636363636363635,2,1142
WORKER_0353,Writing,28,0.7536440284885293,2.806786382442137,0.07142857142857142,1,1404
WORKER_0354,Video|Data Analysis,31,0.70846418135217,2.3229752794719323,0.06451612903225806,5,1595
WORKER_0355,Python,57,0.8344175520195923,2.8386695826641977,0.03508771929824561,5,2884
WORKER_0356,UI/UX,46,0.8867426375272699,3.0546793892690705,0.021739130434782608,2,2339
WORKER_0357,Marketing|Python|UI/UX,47,0.7624551548510523,4.264276611974871,0.06382978723404255,1,2357
WORKER_0358,Marketing|Design|Video,23,0.4710070608781532,2.5931295636386515,0.13043478260869565,3,1154
WORKER_0359,DevOps,27,0.5291271489478985,1.9436657506136354,0.1111111111111111,2,1351
WORKER_0360,React|DevOps|UI/UX|Node.js|Video,17,0.6262782876796041,1.528047186952255,0.058823529411764705,0,887
WORKER_0361,Video,44,0.37175653060119496,2.4336265914040025,0.18181818181818182,1,2225
WORKER_0362,Marketing|Node.js|Video|DevOps,27,0.16902608029875085,2.6793499035066892,0.2222222222222222,1,1377
WORKER_0363,React|UI/UX|Node.js,73,0.9571947830038398,4.631576566706565,0.0,1,3681
WORKER_0364,DevOps,18,0.1538510924334039,2.5503577840084364,0.2222222222222222,0,943
WORKER_0365,UI/UX|Design,18,0.30369448410747646,4.244482111283066,0.16666666666666666,4,907
WORKER_0366,Writing|Data Analysis|Python|Marketing,15,0.3220425280590868,3.9550689854113723,0.2,1,781
WORKER_0367,Marketing|Node.js,12,0.3483257451874821,3.1746180044731482,0.16666666666666666,1,632
WORKER_0368,Writing|Video|Python,25,0.8153580501878517,3.5698464748791556,0.04,6,1274
WORKER_0369,UI/UX|Node.js,18,0.1780676299448445,2.988907872103275,0.2222222222222222,1,931
WORKER_0370,Writing|Node.js,37,0.41207091077094354,0.9703069193895184,0.16216216216216217,3,1899
WORKER_0371,Data Analysis|DevOps,51,0.6836017362430442,3.5630040289280265,0.0784313725490196,2,2591
WORKER_0372,Video|Design,34,0.22784456923939975,1.2715839225117909,0.20588235294117646,1,1704
WORKER_0373,DevOps|Node.js|React|Python|Writing,26,0.17157338528210353,3.268783605890247,0.23076923076923078,3,1349
WORKER_0374,DevOps|React|UI/UX,36,0.5853804642135201,1.4589677963887646,0.1111111111111111,4,1834
WORKER_0375,DevOps|React|UI/UX|Node.js,34,0.5099256344576213,2.9663260810186367,0.11764705882352941,2,1725
WORKER_0376,Node.js|Design|Marketing|Data Analysis,26,0.4438961690113994,1.860848178441672,0.15384615384615385,2,1324
WORKER_0377,Marketing|Python|UI/UX|Data Analysis|Design,41,0.875596816339898,3.383387412624807,0.024390243902439025,1,2085
WORKER_0378,UI/UX|Design|React|Marketing,39,0.7722973028655716,2.6696586105149884,0.05128205128205128,3,1997
WORKER_0379,Design|React,4,0.5042875904298519,0.9022271950784129,0.0,1,242
WORKER_0380,Design|React|Node.js,15,0.47093096344918806,3.5297072608754636,0.13333333333333333,4,777
WORKER_0381,Design|DevOps|Video,47,0.6104343072378211,1.8397851444925217,0.10638297872340426,2,2373
WORKER_0382,Marketing|Design,6,0.8333430338004459,1.1231387454313693,0.0,3,349
WORKER_0383,Design|Node.js|DevOps|Marketing,69,0.7022904663738837,3.112460377674319,0.08695652173913043,2,3481
WORKER_0384,Data Analysis|Writing|Design|UI/UX,18,0.5254511882536437,1.8945343716553562,0.1111111111111111,1,900
WORKER_0385,Python|UI/UX|Marketing|Video|DevOps,16,0.17807285434130135,2.3209823172000466,0.1875,4,813
WORKER_0386,UI/UX|React|Writing,28,0.19487254542712748,3.0183820883788464,0.21428571428571427,2,1411
WORKER_0387,Python|Video|UI/UX|Design,10,0.6656029709823678,2.197254819309643,0.1,2,540
WORKER_0388,Writing|Design,40,0.6067063504213083,1.5937314223042165,0.1,2,2001
WORKER_0389,Design,45,0.7587205156614324,2.2824801190934796,0.06666666666666667,1,2298
WORKER_0390,Marketing|Data Analysis|Python,11,0.36982456217615794,3.6294034169822535,0.18181818181818182,2,596
WORKER_0391,Data Analysis,51,0.8257715535203226,2.017329292650458,0.0392156862745098,2,2567
WORKER_0392,Marketing|Python,12,0.7546283208399303,1.1598322828442122,0.0,6,618
WORKER_0393,Node.js|Marketing|UI/UX,27,0.7844457550629714,1.426907605427633,0.037037037037037035,1,1360
WORKER_0394,Marketing|Data Analysis,20,0.54395031229633,2.2288294188562197,0.1,1,1020
WORKER_0395,Data Analysis|UI/UX|Python,27,0.5244172861752894,2.413972696588055,0.1111111111111111,0,1384
WORKER_0396,UI/UX|Marketing|Design|Writing,10,0.6598740971665789,1.3278226545626501,0.1,0,544
WORKER_0397,DevOps|Marketing,25,0.4354100615697229,2.8114693442460696,0.16,2,1257
WORKER_0398,Data Analysis,27,0.6198336649757101,2.7638615134378623,0.1111111111111111,1,1360
WORKER_0399,Design,16,0.14562383817014704,4.109832551184396,0.25,0,804
WORKER_0400,Data Analysis|Node.js|UI/UX|Marketing|Python,18,0.4350567422983095,2.90737348210665,0.16666666666666666,3,929
WORKER_0401,React|UI/UX|DevOps,13,0.139637693954107,1.9248167290012925,0.23076923076923078,1,661
WORKER_0402,Python,26,0.393790581615318,2.6540523806261835,0.15384615384615385,1,1343
WORKER_0403,Node.js|Python|Data Analysis|UI/UX|Marketing,44,0.4255043174259577,3.4545923647937866,0.1590909090909091,0,2229
WORKER_0404,UI/UX|DevOps,14,0.46152674925455117,0.6950386031835215,0.14285714285714285,2,700
WORKER_0405,Writing|Video|UI/UX,57,0.8965809463652001,3.663123907654416,0.017543859649122806,3,2871
WORKER_0406,Design|Node.js|Marketing,12,0.472809018803359,2.898181277807923,0.08333333333333333,3,621
WORKER_0407,Design|DevOps|Node.js|UI/UX|React,27,0.27313611291957074,1.381359693526969,0.18518518518518517,0,1371
WORKER_0408,Python|Design|UI/UX,19,0.006710129068166095,2.143565543709137,0.2631578947368421,1,963
WORKER_0409,Python|Video,39,0.3820135931447391,3.652622208134858,0.1794871794871795,3,1988
WORKER_0410,Node.js|DevOps|Video,71,0.9710215775141393,4.580591526117044,0.0,1,3552
WORKER_0411,React|DevOps|Node.js,15,0.8825366025055769,1.9273085322863297,0.0,1,756
WORKER_0412,Node.js|Design,24,0.7104869893417886,3.7503725346721217,0.08333333333333333,3,1226
WORKER_0413,Python|UI/UX|Node.js|Video,12,0.5862079035049423,3.382648210551418,0.08333333333333333,2,614
WORKER_0414,Writing|Video,20,0.6627991605937231,1.7973177448787467,0.1,0,1005
WORKER_0415,React|DevOps,23,0.48076003810663076,1.296402971893437,0.13043478260869565,5,1177
WORKER_0416,Python|React,2,0.7557361619970907,1.9293808864006812,0.0,3,130
WORKER_0417,Data Analysis|Writing|Node.js,56,0.7039704799521479,3.115749976405195,0.07142857142857142,1,2846
WORKER_0418,Writing|Marketing|UI/UX|Design,27,0.2515725380861233,2.4139190492962777,0.2222222222222222,2,1386
WORKER_0419,DevOps|Node.js|Video|Python,26,0.6212365200217205,1.8405182133609275,0.07692307692307693,0,1346
WORKER_0420,Marketing,7,0.312687621608552,2.147167322314651,0.14285714285714285,0,380
WORKER_0421,DevOps|React|Node.js,15,0.7233882497088263,2.464253855954786,0.06666666666666667,2,767
WORKER_0422,Node.js|DevOps|Writing,35,0.5985826837590071,0.6205282322111568,0.11428571428571428,4,1789
WORKER_0423,Design,11,0.7409515021239272,2.353325445636228,0.0,4,560
WORKER_0424,Python,22,0.2195404680426907,3.4531390267684205,0.22727272727272727,3,1143
WORKER_0425,UI/UX|DevOps|React|Node.js,8,0.5364470734086784,1.013739289456252,0.125,1,413
WORKER_0426,Data Analysis|Video|Marketing|UI/UX,21,0.29764009049311174,1.8050029200690332,0.19047619047619047,1,1082
WORKER_0427,Marketing|Video|Writing,31,0.280924587669208,3.0644606548998548,0.1935483870967742,2,1573
WORKER_0428,Video|DevOps,49,0.4397218225799698,4.611518054446733,0.16326530612244897,1,2491
WORKER_0429,UI/UX|Python|Design|DevOps|React,52,0.5485894067321214,4.0297509017708535,0.1346153846153846,4,2614
WORKER_0430,Python|Node.js|React|DevOps,13,0.29683701298671694,0.7623645269054324,0.15384615384615385,1,651
WORKER_0431,Python|Design,5,0.34923479995636664,2.2339138604053725,0.0,2,290
WORKER_0432,Python|React|UI/UX,9,0.5110503922818331,2.3551082943593555,0.1111111111111111,0,460
WORKER_0433,Node.js|DevOps|React,34,0.5625648063918756,2.1566270530692138,0.11764705882352941,5,1724
WORKER_0434,Data Analysis|Writing|React|DevOps,19,0.45053866933976633,2.0777515212322597,0.15789473684210525,3,984
WORKER_0435,UI/UX|Python|Marketing|Node.js|Video,19,0.700065502932746,1.5135108256898908,0.05263157894736842,1,976
WORKER_0436,Data Analysis|Marketing,21,0.530031586127711,2.3205706151285854,0.09523809523809523,2,1095
WORKER_0437,Node.js|Data Analysis|DevOps,57,0.8066164180823047,2.531563043091696,0.05263157894736842,5,2877
WORKER_0438,Writing,61,0.8614953923823474,2.3581174679446217,0.03278688524590164,1,3062
WORKER_0439,React|Marketing|Data Analysis|UI/UX,42,0.6623897737656321,3.582209747573928,0.09523809523809523,5,2126
WORKER_0440,React,5,0.3809098351859093,1.7689671990365106,0.0,1,285
WORKER_0441,UI/UX|Data Analysis|DevOps,54,0.8293066669591791,2.1577228243856914,0.037037037037037035,4,2741
WORKER_0442,Writing|Node.js,7,0.7630172949677133,0.26017490155803724,0.0,1,362
WORKER_0443,React|Writing|DevOps,45,0.52951460154454,3.907563918242647,0.13333333333333333,2,2287
WORKER_0444,React|Data Analysis|UI/UX,65,0.5724673944306299,2.0151914546887526,0.12307692307692308,4,3272
WORKER_0445,Python|Marketing|DevOps,11,0.8150607522581497,3.8271955142906284,0.0,4,560
WORKER_0446,Data Analysis|Python|React|UI/UX|Design,62,0.8631221158767359,3.7383954410414058,0.03225806451612903,3,3142
WORKER_0447,Python|Marketing,35,0.6712848890516517,2.0747611554744405,0.08571428571428572,3,1750
WORKER_0448,Node.js|Python,44,0.7507077224779206,4.2741652857058785,0.06818181818181818,4,2227
WORKER_0449,Writing|Node.js,14,0.30141485281673064,1.1479242601006348,0.14285714285714285,1,731
WORKER_0450,Writing|Data Analysis|Marketing,51,0.24397002626194447,2.914173367994274,0.21568627450980393,4,2591
WORKER_0451,React|Design|Writing,12,0.5435281845869941,3.4216313474052185,0.08333333333333333,0,607
WORKER_0452,Design|Data Analysis|Marketing|Python,19,0.47817527982139807,2.6975573561180943,0.10526315789473684,1,997
WORKER_0453,UI/UX|Node.js|Writing|Data Analysis|Marketing,53,0.8425865674590832,4.802766002299529,0.03773584905660377,2,2661
WORKER_0454,DevOps|Data Analysis,46,0.8536824585929645,4.345480704249049,0.043478260869565216,0,2318
WORKER_0455,UI/UX|React|Marketing,53,0.9238968918831542,2.714943881448887,0.018867924528301886,5,2654
WORKER_0456,Node.js|Data Analysis,42,0.6856978357146699,4.350227165326162,0.07142857142857142,3,2103
WORKER_0457,Python|DevOps|React|Design,12,0.8321506591276662,1.4288610481289652,0.0,3,607
WORKER_0458,React|DevOps|Data Analysis,62,0.6706627049569766,2.251770178339752,0.0967741935483871,1,3111
WORKER_0459,Python|Data Analysis|Design,10,0.9239529081250577,2.75003428158465,0.0,2,518
WORKER_0460,Marketing|UI/UX|React,25,0.1892731110235816,2.8342283978667226,0.24,2,1289
WORKER_0461,Node.js,39,0.3740166158639384,2.2681947525293773,0.1794871794871795,1,1994
WORKER_0462,Python|Design|Data Analysis,8,0.7017668154034286,2.2562298168916133,0.0,2,418
WORKER_0463,Design|Writing|React,56,0.4172670552699385,2.330631732965805,0.16071428571428573,1,2840
WORKER_0464,Design|Python|React,10,0.573775009508182,1.9051926224272422,0.1,2,542
WORKER_0465,Marketing|Video|Data Analysis|UI/UX,22,0.5562276486755238,1.721574368183837,0.09090909090909091,2,1116
WORKER_0466,Design|Node.js,20,0.14171556807940242,2.6066158191303184,0.25,2,1044
WORKER_0467,Video,2,0.028342544421165426,1.3920616431467157,0.0,1,144
WORKER_0468,Python|DevOps|React,47,0.80880573076844,4.696256044257595,0.0425531914893617,4,2365
WORKER_0469,React|Video|Marketing|Python,23,0.5376032343425294,2.0141076966696265,0.13043478260869565,2,1173
WORKER_0470,Data Analysis|React|DevOps|Node.js,40,0.6800360059822543,2.7812575425806685,0.075,0,2004
WORKER_0471,Data Analysis|React|Design,26,0.8347494837668674,3.291407626713328,0.038461538461538464,3,1333
WORKER_0472,Data Analysis|Design,21,0.6749488430478794,2.4496637468146205,0.09523809523809523,0,1077
WORKER_0473,Python|Node.js|React,42,0.707380677480505,3.6406586170579205,0.07142857142857142,1,2130
WORKER_0474,Data Analysis|Design|UI/UX|Writing,13,0.5896310800990647,2.0538121590495697,0.07692307692307693,2,651
WORKER_0475,React|Design,24,0.8954424170286706,2.951405018143489,0.0,5,1244
WORKER_0476,Video|Python|Data Analysis|Writing,10,0.6880069771289605,2.2371371864509255,0.0,2,538
WORKER_0477,UI/UX|Node.js|Writing|Data Analysis,44,0.6593243038104899,4.34436349846475,0.09090909090909091,3,2226
WORKER_0478,Design,60,0.7181553135510255,3.269473258718781,0.08333333333333333,1,3033
WORKER_0479,Writing|Video|Data Analysis|React,52,0.7421307268181252,3.56993795338207,0.07692307692307693,3,2624
WORKER_0480,Node.js|Design|Data Analysis,28,0.4489790762505307,3.6716807602320323,0.14285714285714285,3,1439
WORKER_0481,UI/UX|Data Analysis,12,0.5072243547394882,3.1254907480828527,0.08333333333333333,0,610
WORKER_0482,Video|Design|React|Data Analysis,51,0.8545534650702359,4.086415660743582,0.0392156862745098,4,2579
WORKER_0483,Marketing|DevOps|UI/UX,14,0.4290886281530742,2.477276836456677,0.14285714285714285,2,733
WORKER_0484,UI/UX|Node.js|Video,18,0.6165202031588993,1.5867275865487689,0.1111111111111111,1,932
WORKER_0485,Video|Marketing|Python,30,0.2967537522221244,2.9469973027825063,0.2,4,1528
WORKER_0486,Design|Python,24,0.3330558432154505,2.1878099925536802,0.16666666666666666,1,1239
WORKER_0487,Node.js|Video|DevOps,27,0.3620687364685939,1.6451344490872446,0.18518518518518517,0,1382
WORKER_0488,Video,14,0.5724398173043378,2.0982202769023366,0.07142857142857142,0,716
WORKER_0489,Data Analysis|Video|UI/UX,20,0.5170991003181836,2.53981762775408,0.1,4,1008
WORKER_0490,Writing|DevOps,40,0.5014922189178956,3.4992071834482967,0.125,1,2037
WORKER_0491,Writing|Python|UI/UX|Design|React,22,0.8375449275174192,1.804713686267003,0.045454545454545456,1,1132
WORKER_0492,Writing|Data Analysis|Design,48,0.7295834712574798,2.6751281836037384,0.0625,3,2405
WORKER_0493,Marketing,27,0.5269204289956836,1.6339770538566998,0.1111111111111111,2,1362
WORKER_0494,Writing|Node.js|Data Analysis,26,0.30050118819973404,1.0873159933775294,0.19230769230769232,4,1345
WORKER_0495,Writing|Node.js|Design,4,0.3750107568648458,2.131323689273426,0.0,3,240
WORKER_0496,Writing|React|Marketing,41,0.834892415483499,3.6782386709342356,0.04878048780487805,2,2095
WORKER_0497,Design|Writing|Video,20,0.5691197261918495,1.5679536851565523,0.1,2,1037
WORKER_0498,Data Analysis|React|DevOps,28,0.5942011123987359,0.9831518632647611,0.10714285714285714,4,1431
WORKER_0499,UI/UX|DevOps|Node.js,63,0.5567155485462142,3.008256535855884,0.12698412698412698,6,3168
